bairro_id,lambda
98,0.0038288380648859545
97,0.001921324562586193
104,0.0038260250062598835
101,0.0057363288297584076
103,0.0019199208800888216
102,0.0019185251312040115
144,0.054286263888025495
48,0.005752726608503848
96,0.003817677709763655
49,1e-06
100,0.0019213142719935533
114,0.007683765303700034
46,0.005736842515043171
99,0.005730881937970523
47,0.0019240447887584854
158,1e-06
95,1e-06
44,0.005729080403664787
141,0.033140753416147
93,1e-06
76,0.007475902635737568
107,0.003817823045196548
111,1e-06
94,0.0038147883514577743
113,1e-06
45,0.0019226080059180305
43,0.010149617990170216
92,1e-06
91,1e-06
110,0.007652781457711477
106,0.0019170847706538473
108,1e-06
112,0.001924199628943912
75,1e-06
109,1e-06
77,1e-06
87,0.0019213247926524405
42,0.0038360762474409123
74,1e-06
157,1e-06
135,0.0019382155904661535
105,1e-06
86,0.003814863143036851
41,0.005775028718438727
139,0.031612312192358445
72,1e-06
90,0.003812123851234032
73,0.0019127921698781443
148,0.006553232931687242
55,0.0019274816111503926
156,0.0019312849177458092
84,1e-06
140,0.008837532400431185
89,1e-06
85,1e-06
40,0.015069950709106257
54,0.005706362584339329
56,1e-06
143,0.0039693776045210795
83,0.016832032459687837
88,0.0019254770609013984
149,0.038639039349196755
138,0.005871535114838596
142,0.006382383443860865
80,1e-06
136,1e-06
50,1e-06
39,1e-06
81,1e-06
71,0.0038317376903515923
53,0.0019156822187782134
69,0.007630596890703515
82,0.0038504234743475386
125,0.0038247569711120743
52,0.001911518412677396
79,0.0057488834331217995
137,0.0019528496315870188
78,0.0019345405042294906
70,0.0019227390676891305
145,0.0019605136056634782
147,0.023818473750994704
155,0.0019172319581960034
65,1e-06
124,0.010132895197110485
12,0.009660778791498516
66,0.0057275113828711465
10,0.007686276145792304
159,0.0019243325728235524
146,0.016692868752655205
64,0.0038260393141982068
51,1e-06
68,1e-06
58,0.0019229009724559994
63,0.001922767910349834
2,0.0019281025073287449
3,0.0019309742521141265
5,0.020229377279241168
60,1e-06
59,0.0019171625854180543
1,1e-06
57,1e-06
61,0.007657268785793189
11,1e-06
123,0.0038691326650076158
122,0.019042513799555755
67,1e-06
62,0.0019373817077559406
120,0.003868777986012394
8,0.001930935148448017
32,1e-06
36,0.007681327975146085
35,0.005750459465980717
16,0.0019438896577794508
7,0.0019245216200093208
14,0.005766147833304834
9,1e-06
33,0.009918671363468166
6,0.0038233507763529954
38,0.0019478369116021031
121,0.0058168659121541535
37,0.0038442787934696997
18,0.013069386192846788
15,0.005800937765309744
17,0.0038528867746378784
151,0.0182095800595404
131,0.0020026486182213067
34,0.003851127502877661
19,1e-06
119,0.005913441699324204
20,0.007808834413759716
22,1e-06
118,0.003883904526057145
150,0.01584067687692048
116,0.008040086311803307
115,0.021213807974316497
129,1e-06
21,1e-06
117,0.0019377919816757061
28,0.001914351157134965
130,1e-06
24,0.03442789977574747
23,0.0019433151240840266
27,0.001951181793726295
127,0.003906379566328753
29,1e-06
128,0.033231195454495155
26,0.007805463078765747
25,0.008248183697892222
31,0.003854392074447507
154,1e-06
153,0.0019281411698856548
132,0.026751087053489456
30,1e-06
126,1e-06
152,1e-06
133,1e-06
4,1e-06
134,0.003814860556733724
160,1e-06
