bairro_id,lambda
98,0.003122799822823932
97,0.012255656951456358
104,0.00394677914277057
101,0.11493523438044968
103,0.007772807594750425
102,0.014119708976041898
144,0.1327749999738332
48,0.06105257046265025
96,0.03291691214992487
49,0.0015792610347168227
100,0.0032339356331080524
114,0.006953500953149384
46,0.020818443430133938
99,0.07431191848180305
47,0.0034021494761863587
158,0.0015788042007286542
95,0.001577666472152845
44,0.004995819775911321
141,0.022513385075974796
93,0.0015793557523325384
76,0.006940277066629318
107,0.003132871028007714
111,0.00157889259056303
94,0.0381746072823773
113,0.0015791018979375415
45,0.003622802514992537
43,0.1341142478778581
92,0.0015774481840424676
91,0.0015781489910461142
110,0.20657374726968963
106,0.00365548331041427
108,0.0015811928562710611
112,0.0032693098736279345
75,0.0015778022753027323
109,0.001579403936072705
77,0.0015795481765133175
87,0.002825523603343684
42,0.0031090160636686025
74,0.0015787227819995591
157,0.0015815558275552083
135,0.003937609472345818
105,0.0015819777727396251
86,0.0031278317740961624
41,0.09841045134710111
139,0.024259792107906554
72,0.0015788063203383952
90,0.0031165812928299914
73,0.003304795429975427
148,0.005916434444145439
55,0.003408661344046599
156,0.0035476173465938503
84,0.001578388287164425
140,0.06362306819220864
89,0.001580324912859352
85,0.001578542875877214
40,0.4581238397632063
54,0.05301859978490056
56,0.00157903459273522
143,0.0032734543497111197
83,0.7547059077070626
88,0.003370757890452112
149,0.32229576174222213
138,0.11771192508967807
142,0.00533361814609367
80,0.0015792112155394028
136,0.001580539359206028
50,0.0015784445390434755
39,0.0015799054174866058
81,0.0015779953405605275
71,0.04626509558555057
53,0.001730972413890151
69,0.16045982149107932
82,0.00327037706570023
125,0.0031289807356036196
52,0.01417809749121276
79,0.004991507157077856
137,0.0038787562227685715
78,0.012147217853713914
70,0.014709261310363679
145,0.0038289033179658
147,0.014593971418619343
155,0.012793085795564714
65,0.00157953722597747
124,0.030214688510089766
12,0.2509445343174404
66,0.015618333148599348
10,0.14310905811644703
159,0.0138178844644217
146,0.010753335209474734
64,0.05069558316381088
51,0.0015781296318852706
68,0.0015783472124210093
58,0.004411164946661524
63,0.003461719340853855
2,0.009570162729384142
3,0.0032561643799374
5,1.0298585563387597
60,0.0015781714747396631
59,0.013020440560200993
1,0.0015776508838658634
57,0.0015779359738527312
61,0.20695848593415497
11,0.0015780851951746266
123,0.0031729248992059243
122,0.014612919500165479
67,0.0015797132980908386
62,0.0034993023053613184
120,0.003368254343563538
8,0.012924785827137584
32,0.0015780069759572185
36,0.19671308364410728
35,0.11483946273539583
16,0.008929772220397477
7,0.0036008802521728597
14,0.005009726448143999
9,0.001578267466897671
33,0.008871838668336747
6,0.035287232975018686
38,0.0037959902778626417
121,0.09661066325651613
37,0.029238475555961624
18,0.1473573866973855
15,0.11443864369950804
17,0.016645385113315214
151,0.19213655257180667
131,0.003585131805345326
34,0.005009667976593219
19,0.0015781796063141455
119,0.06458040841033309
20,0.0716068229094736
22,0.0015796060680795126
118,0.053190874247302594
150,0.010789572933222942
116,0.18454386017174554
115,0.03546329512302974
129,0.001586146971970044
21,0.001578341541575757
117,0.0064551698907156915
28,0.0035028654567518733
130,0.0015917253609101334
24,1.7354516508053481
23,0.012269717014531886
27,0.003759831407123334
127,0.003525184770321134
29,0.0015798667028423348
128,0.02455438338651262
26,0.2003036066373171
25,0.2007902207446954
31,0.003203937526649905
154,0.0015787242609928743
153,0.003635892955578564
132,0.020508126538753543
30,0.0015789084441176482
126,0.0015789767575892751
152,0.001586729096748525
133,0.0015868858924839718
4,0.0015826345468275868
134,0.003142719855976515
160,0.0015841935317270225
