bairro_id,lambda
98,0.003805627851566265
97,0.0019692957510809707
104,0.0037754520500363035
101,0.005494772487010899
103,0.0019556127790246415
102,0.0019424632147749022
144,0.030303825955511347
48,0.005578623212323202
96,0.0037029245831617747
49,1e-06
100,0.001966683265809599
114,0.006897444522458461
46,0.005493423878607762
99,0.005458541501373371
47,0.0019865442692056554
158,1e-06
95,1e-06
44,0.005431614510680168
141,0.02256628877850161
93,1e-06
76,0.006162599784088144
107,0.003695329101370456
111,1e-06
94,0.003676183107126656
113,1e-06
45,0.0019704618991905113
43,0.00892725118683155
92,1e-06
91,1e-06
110,0.006797554643327823
106,0.0019267855823495495
108,1e-06
112,0.0019867953598848467
75,1e-06
109,1e-06
77,1e-06
87,0.001962783760884381
42,0.0038506499738002638
74,1e-06
157,1e-06
135,0.002057342466305243
105,1e-06
86,0.0036584482404395
41,0.005670029660890339
139,0.019807793518557115
72,1e-06
90,0.003659349084454094
73,0.001878958686768427
148,0.012934716450278834
55,0.0020185442283316437
156,0.0020424385104635314
84,1e-06
140,0.01104347207325545
89,1e-06
85,1e-06
40,0.01150296900100294
54,0.005305694027610702
56,1e-06
143,0.0060827943959923525
83,0.011995597881183455
88,0.001975330475321475
149,0.029095816191337494
138,0.006270128006182146
142,0.008831146439816076
80,1e-06
136,1e-06
50,1e-06
39,1e-06
81,1e-06
71,0.0038111748514148185
53,0.0019123223273127311
69,0.006707080567005671
82,0.00391481111380674
125,0.0037591469420027723
52,0.0018758531998710195
79,0.00554898802198694
137,0.002180121005486768
78,0.002060644301499564
70,0.001976123619796581
145,0.0023635972554252277
147,0.022384037190533067
155,0.001918432467877446
65,1e-06
124,0.008946273458091037
12,0.008024530510244068
66,0.005342115955418011
10,0.006882166373785558
159,0.0019839582662167744
146,0.018729001515440657
64,0.003774759823418135
51,1e-06
68,1e-06
58,0.001968214547593368
63,0.001977233151767749
2,0.0019928624186745453
3,0.002015191752944415
5,0.013975033355811966
60,1e-06
59,0.0019242988157147905
1,1e-06
57,1e-06
61,0.00679163675071727
11,1e-06
123,0.004121719735430173
122,0.014321135645632617
67,1e-06
62,0.002075352797507066
120,0.004084971614671211
8,0.002018597227013591
32,1e-06
36,0.0068781702628272455
35,0.00553530914025908
16,0.0021485630660551466
7,0.001990991504933813
14,0.005551226113524075
9,1e-06
33,0.008539268298615007
6,0.0037547129160318995
38,0.0021753144037589024
121,0.006000466012602512
37,0.003926411325795172
18,0.011047180999241372
15,0.005889305900073194
17,0.004000808681016922
151,0.0168583445936256
131,0.0027720917177081745
34,0.0038948445649547485
19,1e-06
119,0.0066479321032505935
20,0.00711970913495207
22,1e-06
118,0.004215642064617231
150,0.018529046201265477
116,0.008003375952549616
115,0.013977440931242145
129,1e-06
21,1e-06
117,0.0020951609402565853
28,0.0019044962157591494
130,1e-06
24,0.02043551447060006
23,0.002088287605796946
27,0.002170005916797057
127,0.004331082955464024
29,1e-06
128,0.02056604760438156
26,0.007291851132466324
25,0.008427087860697227
31,0.0038702780545863485
154,1e-06
153,0.0020362689068055603
132,0.017487363404592338
30,1e-06
126,1e-06
152,1e-06
133,1e-06
4,1e-06
134,0.003680201511041212
160,1e-06
