bairro_id,lambda
98,0.18742776445137674
97,0.2948154619905326
104,9.999999960041972e-11
101,0.28433003627238934
103,0.2912702920034031
102,0.29982571637367017
144,0.5847939206193223
48,0.2226354230999082
96,0.2999612251362902
49,0.27070928247078785
100,0.2839980579109348
114,9.999999997989048e-11
46,0.20256085760731127
99,0.23289654397428297
47,0.26622700910225555
158,0.2826402618528128
95,0.3010750547393654
44,0.16018611494507506
141,0.008547626027513156
93,0.2771901104854973
76,0.002632233247770758
107,0.17001565922188774
111,0.2815744534777669
94,0.30053659088211904
113,0.2753011297211045
45,0.2140567039760398
43,0.08836094778835568
92,0.30181466278057945
91,0.2979786700288859
110,0.2581540669898655
106,0.19934761296629006
108,0.19319819805664581
112,0.27820596998274394
75,0.298931813068867
109,0.2654313463810134
77,0.26255114241943206
87,0.2861586063078871
42,0.20559654685931844
74,0.28460840335193677
157,0.1689973340704465
135,9.999999960041972e-11
105,0.13907942431301126
86,0.24435560759139147
41,0.24709476720636186
139,0.013410759696963613
72,0.28372705080303817
90,0.1971470551759487
73,0.2768144825453187
148,1.000000013351432e-10
55,0.2642075739858739
156,0.2393898692587321
84,0.2911785287616838
140,0.15376880115029332
89,0.23488404567390747
85,0.28864174982390217
40,0.27053443282335105
54,0.22168059372522758
56,0.2784661518469844
143,1.0000000003410059e-10
83,0.22206591146504456
88,0.2705968944705602
149,1.000000082740371e-10
138,0.27581988582737577
142,9.999999960041972e-11
80,0.273979994798931
136,0.22008188217228367
50,0.2908270361578072
39,0.25266811127373456
81,0.2976113569211586
71,0.2772742937001049
53,0.28651046651691436
69,0.2060153524962098
82,0.24591890461966945
125,0.17585804726429374
52,0.2962941707284744
79,0.17408151690791493
137,1.0000000003410059e-10
78,0.29265514867037695
70,0.29844450031551906
145,0.027997255136994515
147,0.0043792092893432
155,0.29482912225132696
65,0.26638576486308774
124,0.04234990528370997
12,0.2821778684913441
66,0.20892370174673805
10,0.19779350903079088
159,0.295539045986266
146,0.0006363338169989486
64,0.29378135825580415
51,0.29609439269900323
68,0.29278462159648355
58,0.28981299516742587
63,0.25783560531499256
2,0.29303754299888934
3,0.2805518071601995
5,0.13029157108136494
60,0.29567136761659174
59,0.29542617875509336
1,0.3010453989359045
57,0.2981867468761636
61,0.2553960012966226
11,0.29673516771778363
123,0.0868072342178932
122,0.004117208401000784
67,0.25909032189634507
62,0.251861099774907
120,1.0000000003410059e-10
8,0.2949108969148693
32,0.29651476918192904
36,0.2363737715023755
35,0.28239714082296474
16,0.291644703710202
7,0.2253841869568153
14,0.14236890034830996
9,0.2949037236815705
33,9.999999997989048e-11
6,0.2992861966584323
38,0.08201804773932905
121,0.2448811727937193
37,0.26352618193995125
18,0.29818673510072646
15,0.2829690841360755
17,0.2588551065952997
151,1.000000082740371e-10
131,1.000000013351432e-10
34,1.000000013351432e-10
19,0.29492352145754064
119,0.22839283499526836
20,0.1593469430835292
22,0.26185019560516914
118,0.2910114805387172
150,0.0004629843675370209
116,0.22356180573373097
115,1.000000082740371e-10
129,1.0000000003410059e-10
21,0.29138215803780443
117,0.2907102110878586
28,0.2495141937735219
130,9.999999960041972e-11
24,0.21948071220467172
23,0.294065803437067
27,0.12347330025893696
127,9.999999960041972e-11
29,0.2519221560510966
128,0.025272753837451537
26,0.26938764180094427
25,0.23757066683375913
31,0.03171618607063667
154,0.28529334217843655
153,0.21389535264725573
132,0.018334070084135946
30,0.2810566596349473
126,0.2806053282544083
152,9.999999960041972e-11
133,9.999999960041972e-11
4,0.10128429320251132
134,0.15151670336173512
160,1.0000000003410059e-10
